indic_is,unit,sizen_r2,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 
E_AESELL,PC_ENT,SM_C10_N82_XK,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13 
E_AESELL,PC_ENT,SM_C10_N82_XK,EU27	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12 
E_AESELL,PC_ENT,SM_C10_N82_XK,EU27_2019	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12 
E_AESELL,PC_ENT,SM_C10_N82_XK,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12 
E_AESELL,PC_ENT,SM_C10_N82_XK,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16 
E_AESELL,PC_ENT,SM_C10_N82_XK,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12 
E_AESELL,PC_ENT,SM_C10_N82_XK,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23 
E_AESELL,PC_ENT,SM_C10_N82_XK,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7 
E_AESELL,PC_ENT,SM_C10_N82_XK,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18 
E_AESELL,PC_ENT,SM_C10_N82_XK,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5 
E_AESELL,PC_ENT,SM_C10_N82_XK,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20 
E_AESELL,PC_ENT,SM_C10_N82_XK,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9 
E_AESELL,PC_ENT,SM_C10_N82_XK,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5 
E_AESELL,PC_ENT,SM_C10_N82_XK,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11 
E_AESELL,PC_ENT,SM_C10_N82_XK,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	26 
E_AESELL,PC_ENT,SM_C10_N82_XK,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	37 
E_AESELL,PC_ENT,SM_C10_N82_XK,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 
E_AESELL,PC_ENT,SM_C10_N82_XK,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15 
E_AESELL,PC_ENT,SM_C10_N82_XK,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3 
E_AESELL,PC_ENT,SM_C10_N82_XK,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21 
E_AESELL,PC_ENT,SM_C10_N82_XK,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10 
E_AESELL,PC_ENT,SM_C10_N82_XK,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6 
E_AESELL,PC_ENT,SM_C10_N82_XK,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17 
E_AESELL,PC_ENT,SM_C10_S951_XK,AT	24 	17 	20 	19 	17 	17 	16 	15 	14 	17 	: 
E_AESELL,PC_ENT,SM_C10_S951_XK,BA	21 	21 	: 	: 	: 	: 	: 	: 	: 	: 	: 
E_AESELL,PC_ENT,SM_C10_S951_XK,BE	30 	29 	25 	25 	25 	24 	20 	23 	26 	28 	: 
E_AESELL,PC_ENT,SM_C10_S951_XK,BG	11 	8 	10 	8 	9 	9 	7 	7 	6 	4 	: 
E_AESELL,PC_ENT,SM_C10_S951_XK,CY	14 	14 	12 	13 	11 	11 	8 	8 	7 	7 	: 
E_AESELL,PC_ENT,SM_C10_S951_XK,CZ	29 	24 	23 	26 	24 	27 	26 	25 	26 	20 	: 
E_AESELL,PC_ENT,SM_C10_S951_XK,DE	19 	21 	25 	28 	26 	25 	25 	24 	21 	23 	: 
E_AESELL,PC_ENT,SM_C10_S951_XK,DK	33 	31 	29 	28 	27 	27 	29 	28 	28 	29 	: 
E_AESELL,PC_ENT,SM_C10_S951_XK,EA	19 	19 	20 	21 	19 	17 	16 	15 	14 	15 	: 
E_AESELL,PC_ENT,SM_C10_S951_XK,EE	20 	19 	19 	18 	15 	14 	12 	12 	12 	10 	: 
E_AESELL,PC_ENT,SM_C10_S951_XK,EL	11 	12 	12 	12 	7 	10 	10 	9 	9 	9 	: 
E_AESELL,PC_ENT,SM_C10_S951_XK,ES	20 	20 	21 	20 	17 	18 	14 	14 	12 	13 	: 
E_AESELL,PC_ENT,SM_C10_S951_XK,EU15	: 	20 	21 	21 	20 	18 	17 	16 	15 	15 	: 
E_AESELL,PC_ENT,SM_C10_S951_XK,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	15 	: 
E_AESELL,PC_ENT,SM_C10_S951_XK,EU27	: 	19 	20 	20 	19 	17 	16 	15 	15 	14 	: 
E_AESELL,PC_ENT,SM_C10_S951_XK,EU27_2019	19 	19 	19 	20 	18 	17 	16 	15 	14 	14 	: 
E_AESELL,PC_ENT,SM_C10_S951_XK,EU28	20 	19 	20 	20 	19 	17 	16 	16 	15 	14 	: 
E_AESELL,PC_ENT,SM_C10_S951_XK,FI	28 	23 	23 	21 	18 	18 	18 	20 	20 	18 	: 
E_AESELL,PC_ENT,SM_C10_S951_XK,FR	18 	18 	20 	20 	21 	14 	13 	13 	12 	14 	: 
E_AESELL,PC_ENT,SM_C10_S951_XK,HR	21 	18 	17 	18 	19 	26 	21 	27 	22 	24 	: 
E_AESELL,PC_ENT,SM_C10_S951_XK,HU	14 	15 	15 	15 	13 	12 	12 	11 	12 	9 	: 
E_AESELL,PC_ENT,SM_C10_S951_XK,IE	38 	34 	32 	30 	32 	26 	23 	23 	23 	21 	: 
E_AESELL,PC_ENT,SM_C10_S951_XK,IS	: 	26 	: 	: 	: 	33 	33 	36 	: 	19 	: 
E_AESELL,PC_ENT,SM_C10_S951_XK,IT	14 	14 	12 	11 	10 	8 	7 	6 	5 	5 	: 
E_AESELL,PC_ENT,SM_C10_S951_XK,LT	25 	22 	23 	19 	19 	19 	22 	17 	25 	22 	: 
E_AESELL,PC_ENT,SM_C10_S951_XK,LU	13 	16 	12 	15 	10 	13 	17 	16 	18 	14 	: 
E_AESELL,PC_ENT,SM_C10_S951_XK,LV	13 	13 	12 	10 	10 	9 	9 	9 	9 	7 	: 
E_AESELL,PC_ENT,SM_C10_S951_XK,ME	13 	9 	14 	12 	: 	: 	: 	: 	: 	: 	: 
E_AESELL,PC_ENT,SM_C10_S951_XK,MK	: 	: 	: 	7 	3 	7 	6 	6 	7 	4 	: 
E_AESELL,PC_ENT,SM_C10_S951_XK,MT	: u	22 	18 	20 	19 	19 	18 	17 	19 	17 	: 
E_AESELL,PC_ENT,SM_C10_S951_XK,NL	27 	27 	25 	25 	24 	23 	21 	19 	23 	23 	: 
E_AESELL,PC_ENT,SM_C10_S951_XK,NO	27 	28 	30 	27 	28 	28 	27 	37 	36 	37 	: 
E_AESELL,PC_ENT,SM_C10_S951_XK,PL	15 	13 	11 	12 	11 	11 	10 	10 	: u	8 	: 
E_AESELL,PC_ENT,SM_C10_S951_XK,PT	16 	18 	18 	18 	19 	14 	14 	15 	15 	19 	: 
E_AESELL,PC_ENT,SM_C10_S951_XK,RO	12 	8 	8 	7 	8 	8 	9 	5 	4 	6 	: 
E_AESELL,PC_ENT,SM_C10_S951_XK,RS	29 	26 	23 	: 	: 	22 	: 	: 	: 	: 	: 
E_AESELL,PC_ENT,SM_C10_S951_XK,SE	32 	31 	30 	28 	28 	25 	25 	26 	25 	24 	: 
E_AESELL,PC_ENT,SM_C10_S951_XK,SI	24 	24 	24 	19 	21 	17 	14 	15 	12 	12 	: 
E_AESELL,PC_ENT,SM_C10_S951_XK,SK	14 	16 	17 	14 	15 	14 	19 	13 	16 	8 	: 
E_AESELL,PC_ENT,SM_C10_S951_XK,TR	11 	9 	11 	12 	12 	: 	: 	: 	: 	8 	: 
E_AESELL,PC_ENT,SM_C10_S951_XK,UK	25 	21 	22 	21 	22 	21 	21 	20 	18 	16 	: 
E_AESELL,PC_ENT,S_C10_N82_XK,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8 
E_AESELL,PC_ENT,S_C10_N82_XK,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19 
E_AESELL,PC_ENT,S_C10_N82_XK,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3 
E_AESELL,PC_ENT,S_C10_N82_XK,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 
E_AESELL,PC_ENT,S_C10_N82_XK,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13 
E_AESELL,PC_ENT,S_C10_N82_XK,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16 
E_AESELL,PC_ENT,S_C10_N82_XK,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	22 
E_AESELL,PC_ENT,S_C10_N82_XK,EA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11 
E_AESELL,PC_ENT,S_C10_N82_XK,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10 
E_AESELL,PC_ENT,S_C10_N82_XK,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5 
E_AESELL,PC_ENT,S_C10_N82_XK,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10 
E_AESELL,PC_ENT,S_C10_N82_XK,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12 
E_AESELL,PC_ENT,S_C10_N82_XK,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12 
E_AESELL,PC_ENT,S_C10_N82_XK,EU27	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11 
E_AESELL,PC_ENT,S_C10_N82_XK,EU27_2019	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11 
E_AESELL,PC_ENT,S_C10_N82_XK,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11 
E_AESELL,PC_ENT,S_C10_N82_XK,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14 
E_AESELL,PC_ENT,S_C10_N82_XK,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11 
E_AESELL,PC_ENT,S_C10_N82_XK,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23 
E_AESELL,PC_ENT,S_C10_N82_XK,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6 
E_AESELL,PC_ENT,S_C10_N82_XK,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16 
E_AESELL,PC_ENT,S_C10_N82_XK,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5 
E_AESELL,PC_ENT,S_C10_N82_XK,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19 
E_AESELL,PC_ENT,S_C10_N82_XK,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9 
E_AESELL,PC_ENT,S_C10_N82_XK,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5 
E_AESELL,PC_ENT,S_C10_N82_XK,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11 
E_AESELL,PC_ENT,S_C10_N82_XK,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	25 
E_AESELL,PC_ENT,S_C10_N82_XK,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	36 
E_AESELL,PC_ENT,S_C10_N82_XK,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 
E_AESELL,PC_ENT,S_C10_N82_XK,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14 
E_AESELL,PC_ENT,S_C10_N82_XK,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3 
E_AESELL,PC_ENT,S_C10_N82_XK,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20 
E_AESELL,PC_ENT,S_C10_N82_XK,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10 
E_AESELL,PC_ENT,S_C10_N82_XK,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6 
E_AESELL,PC_ENT,S_C10_N82_XK,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15 
E_AESELL,PC_ENT,S_C10_S951_XK,AT	22 	16 	19 	17 	15 	15 	14 	13 	13 	15 	: 
E_AESELL,PC_ENT,S_C10_S951_XK,BA	20 	21 	: 	: 	: 	: 	: 	: 	: 	: 	: 
E_AESELL,PC_ENT,S_C10_S951_XK,BE	28 	27 	23 	22 	23 	22 	19 	21 	25 	26 	: 
E_AESELL,PC_ENT,S_C10_S951_XK,BG	10 	7 	9 	8 	8 	8 	7 	6 	5 	3 	: 
E_AESELL,PC_ENT,S_C10_S951_XK,CY	11 	12 	10 	11 	8 	9 	6 	6 	6 	6 	: 
E_AESELL,PC_ENT,S_C10_S951_XK,CZ	27 	22 	21 	25 	23 	26 	25 	24 	24 	19 	: 
E_AESELL,PC_ENT,S_C10_S951_XK,DE	18 	19 	23 	27 	25 	24 	23 	22 	19 	21 	: 
E_AESELL,PC_ENT,S_C10_S951_XK,DK	31 	29 	28 	27 	25 	26 	27 	26 	26 	28 	: 
E_AESELL,PC_ENT,S_C10_S951_XK,EA	18 	17 	19 	19 	18 	16 	14 	14 	13 	13 	: 
E_AESELL,PC_ENT,S_C10_S951_XK,EE	19 	17 	17 	16 	13 	13 	11 	11 	10 	9 	: 
E_AESELL,PC_ENT,S_C10_S951_XK,EL	10 	11 	12 	11 	7 	9 	9 	9 	8 	8 	: 
E_AESELL,PC_ENT,S_C10_S951_XK,ES	19 	18 	20 	19 	16 	17 	12 	12 	11 	12 	: 
E_AESELL,PC_ENT,S_C10_S951_XK,EU15	: 	18 	19 	20 	19 	17 	16 	15 	14 	14 	: 
E_AESELL,PC_ENT,S_C10_S951_XK,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	13 	: 
E_AESELL,PC_ENT,S_C10_S951_XK,EU27	: 	17 	18 	18 	17 	16 	15 	14 	13 	13 	: 
E_AESELL,PC_ENT,S_C10_S951_XK,EU27_2019	18 	17 	18 	18 	17 	15 	14 	14 	13 	13 	: 
E_AESELL,PC_ENT,S_C10_S951_XK,EU28	18 	17 	18 	18 	17 	16 	15 	14 	13 	13 	: 
E_AESELL,PC_ENT,S_C10_S951_XK,FI	26 	20 	21 	19 	16 	15 	16 	17 	18 	16 	: 
E_AESELL,PC_ENT,S_C10_S951_XK,FR	16 	15 	18 	18 	19 	12 	11 	12 	11 	12 	: 
E_AESELL,PC_ENT,S_C10_S951_XK,HR	21 	17 	16 	17 	18 	24 	20 	26 	21 	24 	: 
E_AESELL,PC_ENT,S_C10_S951_XK,HU	13 	13 	14 	14 	12 	12 	12 	10 	11 	8 	: 
E_AESELL,PC_ENT,S_C10_S951_XK,IE	36 	31 	29 	26 	28 	23 	19 	20 	21 	18 	: 
E_AESELL,PC_ENT,S_C10_S951_XK,IS	: 	22 	: 	: 	: 	29 	30 	32 	: 	16 	: 
E_AESELL,PC_ENT,S_C10_S951_XK,IT	13 	13 	11 	10 	9 	7 	7 	5 	5 	5 	: 
E_AESELL,PC_ENT,S_C10_S951_XK,LT	24 	20 	22 	18 	18 	18 	22 	16 	24 	21 	: 
E_AESELL,PC_ENT,S_C10_S951_XK,LU	12 	15 	11 	14 	9 	12 	16 	15 	17 	13 	: 
E_AESELL,PC_ENT,S_C10_S951_XK,LV	13 	12 	11 	9 	8 	7 	8 	8 	8 	6 	: 
E_AESELL,PC_ENT,S_C10_S951_XK,ME	11 	9 	14 	13 	: 	: 	: 	: 	: 	: 	: 
E_AESELL,PC_ENT,S_C10_S951_XK,MK	: 	: 	: 	6 	3 	7 	6 	6 	7 	4 	: 
E_AESELL,PC_ENT,S_C10_S951_XK,MT	: u	19 	15 	17 	16 	16 	14 	15 	16 	15 	: 
E_AESELL,PC_ENT,S_C10_S951_XK,NL	26 	25 	23 	23 	23 	22 	20 	17 	22 	21 	: 
E_AESELL,PC_ENT,S_C10_S951_XK,NO	26 	27 	29 	26 	27 	26 	26 	36 	35 	36 	: 
E_AESELL,PC_ENT,S_C10_S951_XK,PL	14 	12 	10 	10 	10 	10 	9 	9 	: u	7 	: 
E_AESELL,PC_ENT,S_C10_S951_XK,PT	14 	16 	15 	17 	18 	13 	13 	13 	15 	18 	: 
E_AESELL,PC_ENT,S_C10_S951_XK,RO	12 	8 	8 	7 	7 	7 	10 	5 	4 	6 	: 
E_AESELL,PC_ENT,S_C10_S951_XK,RS	29 	26 	22 	: 	: 	21 	: 	: 	: 	: 	: 
E_AESELL,PC_ENT,S_C10_S951_XK,SE	29 	28 	28 	26 	25 	23 	24 	25 	23 	22 	: 
E_AESELL,PC_ENT,S_C10_S951_XK,SI	23 	22 	22 	18 	19 	15 	13 	15 	11 	10 	: 
E_AESELL,PC_ENT,S_C10_S951_XK,SK	12 	14 	16 	13 	14 	13 	19 	13 	15 	7 	: 
E_AESELL,PC_ENT,S_C10_S951_XK,TR	10 	9 	10 	11 	11 	: 	: 	: 	: 	8 	: 
E_AESELL,PC_ENT,S_C10_S951_XK,UK	23 	20 	20 	19 	21 	19 	19 	18 	16 	14 	: 
E_AESELL,PC_ENT,VS_C10_N82_XK,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11 
E_AESELL,PC_ENT,VS_C10_N82_XK,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 
E_AESELL,PC_ENT,VS_C10_N82_XK,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
E_AESELL,PC_ENT,VS_C10_N82_XK,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5 
E_AESELL,PC_ENT,VS_C10_N82_XK,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 
E_AESELL,PC_ENT,VS_C10_N82_XK,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3 
E_AESELL,PC_ENT,VS_C10_S951_XK,DE	: 	: 	: 	21 	25 	17 	19 	16 	: u	23 	: 
E_AESELL,PC_ENT,VS_C10_S951_XK,ES	: 	: 	: 	4 	3 	3 	2 	2 	2 	2 	: 
E_AESELL,PC_ENT,VS_C10_S951_XK,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	6 	: 
E_AESELL,PC_ENT,VS_C10_S951_XK,PT	: 	: 	: 	8 	8 	6 	6 	6 	5 	7 	: 
E_AESELL,PC_ENT,VS_C10_S951_XK,SE	: 	: 	: 	13 	: 	: 	: 	: 	: 	: 	: 
E_AESELL,PC_ENT,VS_C10_S951_XK,SK	: 	: 	: 	5 	8 	6 	8 	8 	8 	5 	: 
E_AESELL,PC_ENT,VS_C10_S951_XK,UK	: 	: 	: 	10 	10 	: 	: 	: 	: 	: 	: 
E_AESEU,PC_ENT,10_C10_12,AT	13 	: 	17 	: 	: u	: 	: u	: 	: u	: 	: u
E_AESEU,PC_ENT,10_C10_12,BA	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
E_AESEU,PC_ENT,10_C10_12,BE	17 	: 	: u	: 	19 	: 	12 	: 	: u	: 	: 
E_AESEU,PC_ENT,10_C10_12,BG	: u	: 	2 	: 	: u	: 	3 	: 	: u	: 	0 n
E_AESEU,PC_ENT,10_C10_12,CY	2 	: 	1 	: 	0 	: 	0 	: 	2 	: 	0 
E_AESEU,PC_ENT,10_C10_12,CZ	11 	: 	13 	: 	9 	: 	8 	: 	10 	: 	4 
E_AESEU,PC_ENT,10_C10_12,DE	7 	: 	8 	: 	6 	: 	: u	: 	: u	: 	8 
E_AESEU,PC_ENT,10_C10_12,DK	15 	: 	11 	: 	12 	: 	11 	: 	: u	: 	: u
E_AESEU,PC_ENT,10_C10_12,EA	8 	: 	8 	: 	7 	: 	5 	: 	5 	: 	5 
E_AESEU,PC_ENT,10_C10_12,EE	22 	: 	17 	: 	11 	: 	9 	: 	8 	: 	6 
E_AESEU,PC_ENT,10_C10_12,EL	1 	: 	3 	: 	1 	: 	: u	: 	5 	: 	: u
E_AESEU,PC_ENT,10_C10_12,ES	: u	: 	: u	: 	: u	: 	: u	: 	: u	: 	: u
E_AESEU,PC_ENT,10_C10_12,EU15	: 	: 	9 	: 	7 	: 	6 	: 	5 	: 	5 
E_AESEU,PC_ENT,10_C10_12,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 
E_AESEU,PC_ENT,10_C10_12,EU27	: 	: 	8 	: 	6 	: 	6 	: 	4 	: 	4 
E_AESEU,PC_ENT,10_C10_12,EU27_2019	7 	: 	7 	: 	6 	: 	5 	: 	4 	: 	4 
E_AESEU,PC_ENT,10_C10_12,EU28	8 	: 	8 	: 	6 	: 	6 	: 	4 	: 	4 
E_AESEU,PC_ENT,10_C10_12,FI	: u	: 	: u	: 	: u	: 	: u	: 	: u	: 	: u
E_AESEU,PC_ENT,10_C10_12,FR	8 	: 	8 	: 	8 	: 	7 	: 	7 	: 	4 
E_AESEU,PC_ENT,10_C10_12,HR	8 	: 	5 	: 	4 	: 	1 	: 	0 n	: 	: 
E_AESEU,PC_ENT,10_C10_12,HU	5 	: 	3 	: 	1 	: 	1 	: 	1 	: 	1 
E_AESEU,PC_ENT,10_C10_12,IE	26 	: 	31 	: 	26 	: 	22 	: 	20 	: 	20 
E_AESEU,PC_ENT,10_C10_12,IS	: 	: 	: 	: 	: 	: 	7 	: 	: 	: 	: 
E_AESEU,PC_ENT,10_C10_12,IT	8 	: 	6 	: 	5 	: 	4 	: 	2 	: 	1 
E_AESEU,PC_ENT,10_C10_12,LT	19 	: 	17 	: 	7 	: 	11 	: 	9 	: 	8 
E_AESEU,PC_ENT,10_C10_12,LU	: u	: 	: u	: 	: u	: 	: u	: 	: c	: 	: u
E_AESEU,PC_ENT,10_C10_12,LV	5 	: 	8 	: 	3 	: 	4 	: 	4 	: 	: u
E_AESEU,PC_ENT,10_C10_12,ME	9 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
E_AESEU,PC_ENT,10_C10_12,MK	: 	: 	: 	: 	0 	: 	0 	: 	0 	: 	: 
E_AESEU,PC_ENT,10_C10_12,MT	: u	: 	2 	: 	0 	: 	0 	: 	5 	: 	0 
E_AESEU,PC_ENT,10_C10_12,NL	16 	: 	19 	: 	11 	: 	12 	: 	9 	: 	13 
E_AESEU,PC_ENT,10_C10_12,NO	5 	: 	3 	: 	3 	: 	2 	: 	4 	: 	2 
E_AESEU,PC_ENT,10_C10_12,PL	4 	: 	3 	: 	3 	: 	: u	: 	: u	: 	1 
E_AESEU,PC_ENT,10_C10_12,PT	6 	: 	3 	: 	2 	: 	5 	: 	1 	: 	0 n
E_AESEU,PC_ENT,10_C10_12,RO	4 	: 	0 n	: 	1 	: 	1 	: 	0 n	: 	0 n
E_AESEU,PC_ENT,10_C10_12,RS	1 	: 	15 	: 	: 	: 	: 	: 	: 	: 	: 
E_AESEU,PC_ENT,10_C10_12,SE	11 	: 	10 	: 	4 	: 	7 	: 	4 	: 	7 
E_AESEU,PC_ENT,10_C10_12,SI	8 	: 	9 	: 	4 	: 	0 	: 	3 	: 	4 
E_AESEU,PC_ENT,10_C10_12,SK	11 	: 	15 	: 	15 	: 	14 	: 	4 	: 	2 
E_AESEU,PC_ENT,10_C10_12,TR	2 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
E_AESEU,PC_ENT,10_C10_12,UK	14 	: 	14 	: 	16 	: 	20 	: 	5 	: 	: 
E_AESEU,PC_ENT,10_C10_18,AT	13 	: 	17 	: 	14 	: 	14 	: 	8 	: 	4 
E_AESEU,PC_ENT,10_C10_18,BA	12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
E_AESEU,PC_ENT,10_C10_18,BE	15 	: 	20 	: 	21 	: 	11 	: 	15 	: 	: 
E_AESEU,PC_ENT,10_C10_18,BG	2 	: 	3 	: 	2 	: 	1 	: 	1 	: 	0 n
E_AESEU,PC_ENT,10_C10_18,CY	2 	: 	2 	: 	0 	: 	0 	: 	1 	: 	0 n
E_AESEU,PC_ENT,10_C10_18,CZ	14 	: 	14 	: 	10 	: 	12 	: 	11 	: 	5 
E_AESEU,PC_ENT,10_C10_18,DE	10 	: 	12 	: 	10 	: 	: u	: 	: u	: 	11 
E_AESEU,PC_ENT,10_C10_18,DK	16 	: 	11 	: 	14 	: 	11 	: 	10 	: 	6 
E_AESEU,PC_ENT,10_C10_18,EA	9 	: 	9 	: 	8 	: 	6 	: 	6 	: 	5 
E_AESEU,PC_ENT,10_C10_18,EE	11 	: 	8 	: 	7 	: 	4 	: 	6 	: 	6 
E_AESEU,PC_ENT,10_C10_18,EL	2 	: 	3 	: 	2 	: 	: u	: 	5 	: 	: u
E_AESEU,PC_ENT,10_C10_18,ES	7 	: 	7 	: 	6 	: 	3 	: 	3 	: 	4 
E_AESEU,PC_ENT,10_C10_18,EU15	: 	: 	10 	: 	9 	: 	6 	: 	6 	: 	5 
E_AESEU,PC_ENT,10_C10_18,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 
E_AESEU,PC_ENT,10_C10_18,EU27	: 	: 	9 	: 	7 	: 	6 	: 	5 	: 	4 
E_AESEU,PC_ENT,10_C10_18,EU27_2019	8 	: 	8 	: 	7 	: 	5 	: 	5 	: 	4 
E_AESEU,PC_ENT,10_C10_18,EU28	9 	: 	9 	: 	7 	: 	6 	: 	5 	: 	4 
E_AESEU,PC_ENT,10_C10_18,FI	12 	: 	6 	: 	7 	: 	5 	: 	3 	: 	: u
E_AESEU,PC_ENT,10_C10_18,FR	9 	: 	9 	: 	9 	: 	6 	: 	8 	: 	4 
E_AESEU,PC_ENT,10_C10_18,HR	9 	: 	8 	: 	9 	: 	6 	: 	5 	: 	: 
E_AESEU,PC_ENT,10_C10_18,HU	5 	: 	3 	: 	3 	: 	2 	: 	1 	: 	1 
E_AESEU,PC_ENT,10_C10_18,IE	25 	: 	25 	: 	20 	: 	18 	: 	23 	: 	14 
E_AESEU,PC_ENT,10_C10_18,IS	: 	: 	: 	: 	: 	: 	9 	: 	: 	: 	: 
E_AESEU,PC_ENT,10_C10_18,IT	7 	: 	6 	: 	6 	: 	4 	: 	2 	: 	1 
E_AESEU,PC_ENT,10_C10_18,LT	14 	: 	13 	: 	10 	: 	10 	: 	12 	: 	13 
E_AESEU,PC_ENT,10_C10_18,LU	16 	: 	14 	: 	17 	: 	17 	: 	14 	: 	13 
E_AESEU,PC_ENT,10_C10_18,LV	4 	: 	3 	: 	2 	: 	2 	: 	2 	: 	2 
E_AESEU,PC_ENT,10_C10_18,ME	9 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
E_AESEU,PC_ENT,10_C10_18,MK	: 	: 	: 	: 	0 n	: 	2 	: 	: u	: 	: 
E_AESEU,PC_ENT,10_C10_18,MT	: u	: 	2 	: 	3 	: 	6 	: 	6 	: 	2 
E_AESEU,PC_ENT,10_C10_18,NL	16 	: 	16 	: 	10 	: 	12 	: 	10 	: 	17 
E_AESEU,PC_ENT,10_C10_18,NO	7 	: 	4 	: 	2 	: 	4 	: 	5 	: 	3 
E_AESEU,PC_ENT,10_C10_18,PL	7 	: 	4 	: 	4 	: 	: u	: 	: u	: 	2 
E_AESEU,PC_ENT,10_C10_18,PT	7 	: 	7 	: 	6 	: 	4 	: 	: u	: 	: u
E_AESEU,PC_ENT,10_C10_18,RO	5 	: 	1 	: 	2 	: 	1 	: 	2 	: 	1 
E_AESEU,PC_ENT,10_C10_18,RS	5 	: 	13 	: 	: 	: 	: 	: 	: 	: 	: 
E_AESEU,PC_ENT,10_C10_18,SE	15 	: 	10 	: 	10 	: 	8 	: 	10 	: 	9 
